Region,Agency,LAWASiteID,LAWAWellName,Latitude,Longitude,Indicator,Units,State
Taranaki,Taranaki Regional Council,LAWA-102250,GND3011,-39.54414658,173.9880197,Nitrate nitrogen,g/m³,0.01
Taranaki,Taranaki Regional Council,LAWA-102251,GND3012,-39.4314853,173.8556308,Nitrate nitrogen,g/m³,0.008
Taranaki,Taranaki Regional Council,LAWA-102252,GND3014,-39.40801083,174.0624531,Nitrate nitrogen,g/m³,2.8
Taranaki,Taranaki Regional Council,LAWA-102429,GND3027,-39.16788496,174.2388045,Nitrate nitrogen,g/m³,0.31
Waikato,Waikato Regional Council,LAWA-101680,Bore (Coromandel) at Awapuketea Farming Company Limited,-37.06179405,175.7960691,Nitrate nitrogen,g/m³,1.91
Waikato,Waikato Regional Council,LAWA-101677,Bore (Coromandel) at Carter D,-36.83975435,175.7020535,Nitrate nitrogen,g/m³,3.5
Waikato,Waikato Regional Council,LAWA-101676,Bore (Coromandel) at Cooks Beach Fire Station,-36.83833266,175.7424665,Nitrate nitrogen,g/m³,0.62
Waikato,Waikato Regional Council,LAWA-101679,Bore (Coromandel) at Garland R,-37.04290185,175.5213868,Nitrate nitrogen,g/m³,0.57
Waikato,Waikato Regional Council,LAWA-101678,Bore (Coromandel) at Hahei Holidays Tanks (Obs8),-36.84202241,175.8082563,Nitrate nitrogen,g/m³,0.05
Waikato,Waikato Regional Council,LAWA-101681,Bore (Coromandel) at Tairua Country Club,-36.99880177,175.8488107,Nitrate nitrogen,g/m³,0.65
Waikato,Waikato Regional Council,LAWA-101687,Bore (Franklin) at Coles Paul & Linda (ex Handcock),-37.32575775,174.9837182,Nitrate nitrogen,g/m³,25
Waikato,Waikato Regional Council,LAWA-101691,Bore (Franklin) at Cooper & Lang Parts (McKinnon),-37.35779914,175.0023098,Nitrate nitrogen,g/m³,6.8
Waikato,Waikato Regional Council,LAWA-101685,Bore (Franklin) at Doidge EJF,-37.33055262,174.9053143,Nitrate nitrogen,g/m³,4.6
Waikato,Waikato Regional Council,LAWA-101686,Bore (Franklin) at Graham F,-37.26760537,174.7435581,Nitrate nitrogen,g/m³,10.4
Waikato,Waikato Regional Council,LAWA-100398,Bore (Franklin) at Hira Bhana No2,-37.23633567,174.9478708,Nitrate nitrogen,g/m³,9.8
Waikato,Waikato Regional Council,LAWA-101689,Bore (Franklin) at Kelly,-37.25974899,174.7622304,Nitrate nitrogen,g/m³,17.6
Waikato,Waikato Regional Council,LAWA-101690,Bore (Franklin) at Lam DHA,-37.32658946,174.9749485,Nitrate nitrogen,g/m³,28
Waikato,Waikato Regional Council,LAWA-101694,Bore (Franklin) at M S & Myung (ex Sutton) - Pukekohe GNS,-37.27026011,174.9368359,Nitrate nitrogen,g/m³,9.2
Waikato,Waikato Regional Council,LAWA-101692,Bore (Franklin) at Shepherd R,-37.33559523,175.0111785,Nitrate nitrogen,g/m³,9.9
Waikato,Waikato Regional Council,LAWA-101693,Bore (Franklin) at Smythe,-37.32841671,174.914797,Nitrate nitrogen,g/m³,1.43
Waikato,Waikato Regional Council,LAWA-101684,Bore (Franklin) at Welch D,-37.23912308,174.9515498,Nitrate nitrogen,g/m³,14.1
Waikato,Waikato Regional Council,LAWA-101695,Bore (Franklin) at Whitton T & K,-37.3262786,174.9633049,Nitrate nitrogen,g/m³,16.45
Waikato,Waikato Regional Council,LAWA-101698,Bore (Hauraki) at Doran R & D,-37.39195959,175.6111493,Nitrate nitrogen,g/m³,9
Waikato,Waikato Regional Council,LAWA-101704,Bore (Hauraki) at Lobb .S   (Browne T),-37.37265107,175.8942191,Nitrate nitrogen,g/m³,0.1
Waikato,Waikato Regional Council,LAWA-101697,Bore (Hauraki) at MacGregor,-37.35774791,175.4009427,Nitrate nitrogen,g/m³,10.55
Waikato,Waikato Regional Council,LAWA-101699,Bore (Hauraki) at Mains D & K  (Gray A),-37.30790464,175.4008904,Nitrate nitrogen,g/m³,0.07
Waikato,Waikato Regional Council,LAWA-101702,Bore (Hauraki) at Morgan M,-37.40307435,175.8108791,Nitrate nitrogen,g/m³,0.26
Waikato,Waikato Regional Council,LAWA-101700,Bore (Hauraki) at Nurseries B & B (Youle),-37.41757458,175.9021054,Nitrate nitrogen,g/m³,1.93
Waikato,Waikato Regional Council,LAWA-101701,Bore (Hauraki) at Wakefield GK & SI  (Lawrence JA),-37.415898,175.8863152,Nitrate nitrogen,g/m³,0.19
Waikato,Waikato Regional Council,LAWA-101707,Bore (Matamata-Piako) at Furness Bros,-37.80520004,175.75871,Nitrate nitrogen,g/m³,5.6
Waikato,Waikato Regional Council,LAWA-101708,Bore (Matamata-Piako) at Lynch L,-37.82852526,175.7793206,Nitrate nitrogen,g/m³,5.85
Waikato,Waikato Regional Council,LAWA-101706,Bore (Matamata-Piako) at MacLean D,-37.6930068,175.7143444,Nitrate nitrogen,g/m³,13.85
Waikato,Waikato Regional Council,LAWA-101718,Bore (Matamata-Piako) at Matamata Aerodrome Tamihana (PZ1),-37.73414508,175.7398542,Nitrate nitrogen,g/m³,4.75
Waikato,Waikato Regional Council,LAWA-101710,Bore (Matamata-Piako) at Mattock (ex Bell),-37.75062728,175.829341,Nitrate nitrogen,g/m³,6.5
Waikato,Waikato Regional Council,LAWA-101711,Bore (Matamata-Piako) at Sheehan K,-37.65923051,175.7806089,Nitrate nitrogen,g/m³,0.845
Waikato,Waikato Regional Council,LAWA-101717,Bore (Matamata-Piako) at Springdale School,-37.53268946,175.5684019,Nitrate nitrogen,g/m³,13.7
Waikato,Waikato Regional Council,LAWA-101716,Bore (Matamata-Piako) at Tauwhare Reservoir Bore - Hauraki Graben,-37.80094841,175.7768439,Nitrate nitrogen,g/m³,3.45
Waikato,Waikato Regional Council,LAWA-101712,Bore (Matamata-Piako) at Todd K & S,-37.74765805,175.6824445,Nitrate nitrogen,g/m³,15.2
Waikato,Waikato Regional Council,LAWA-101709,Bore (Matamata-Piako) at Troughton M,-37.76608323,175.7876611,Nitrate nitrogen,g/m³,3.5
Waikato,Waikato Regional Council,LAWA-101705,Bore (Matamata-Piako) at Vance R (ex Brosnan R),-37.65556542,175.6618528,Nitrate nitrogen,g/m³,21.5
Waikato,Waikato Regional Council,LAWA-101713,Bore (Matamata-Piako) at Vowles D.R & L.D,-37.71120387,175.6129155,Nitrate nitrogen,g/m³,0.05
Waikato,Waikato Regional Council,LAWA-101714,Bore (Matamata-Piako) at Webb DE,-37.70767616,175.7952807,Nitrate nitrogen,g/m³,23.5
Waikato,Waikato Regional Council,LAWA-101715,Bore (Matamata-Piako) at Wilcox Piezometer,-37.87881917,175.7375467,Nitrate nitrogen,g/m³,5.9
Waikato,Waikato Regional Council,LAWA-101719,Bore (Otorohanga) at Martin RJ   ( ex Cook),-38.15888408,175.2706322,Nitrate nitrogen,g/m³,4.1
Waikato,Waikato Regional Council,LAWA-101721,Bore (Rotorua) at Burbery D,-38.4582513,176.3774802,Nitrate nitrogen,g/m³,0.25
Waikato,Waikato Regional Council,LAWA-101722,Bore (Rotorua) at Reporoa Town Hall (Deep),-38.43749856,176.3409594,Nitrate nitrogen,g/m³,0.05
Waikato,Waikato Regional Council,LAWA-101723,Bore (Rotorua) at Reporoa Town Hall (Shallow),-38.43758214,176.3408716,Nitrate nitrogen,g/m³,7.3
Waikato,Waikato Regional Council,LAWA-101720,Bore (Rotorua) at Sandrey J (New Owners:Zoetermeer Trust),-38.32824156,176.2541713,Nitrate nitrogen,g/m³,9.85
Waikato,Waikato Regional Council,LAWA-101724,Bore (Rotorua) at Weren # 1 (obs),-38.49091839,176.3852074,Nitrate nitrogen,g/m³,0.05
Waikato,Waikato Regional Council,LAWA-101725,Bore (South Waikato) at Ball A - ex Davis,-37.91104085,175.7687201,Nitrate nitrogen,g/m³,14
Waikato,Waikato Regional Council,LAWA-101727,Bore (South Waikato) at Berger B,-38.11191802,175.8403364,Nitrate nitrogen,g/m³,1.495
Waikato,Waikato Regional Council,LAWA-101728,Bore (South Waikato) at Goodman K & L (ex Burwell),-38.15978788,175.8474203,Nitrate nitrogen,g/m³,5.15
Waikato,Waikato Regional Council,LAWA-101726,Bore (South Waikato) at Haire J & B,-38.01110189,175.8217138,Nitrate nitrogen,g/m³,3.7
Waikato,Waikato Regional Council,LAWA-101729,Bore (South Waikato) at Hart,-38.11129433,175.8112211,Nitrate nitrogen,g/m³,5.25
Waikato,Waikato Regional Council,LAWA-101732,Bore (Taupo) at Great Lake Motor Camp - Production Bore,-38.69022197,176.0447557,Nitrate nitrogen,g/m³,12.6
Waikato,Waikato Regional Council,LAWA-101734,Bore (Taupo) at Kuratau Piezometer (NGMP),-38.89140553,175.7731889,Nitrate nitrogen,g/m³,0.37
Waikato,Waikato Regional Council,LAWA-101731,Bore (Taupo) at Law #1 GJ & KD,-38.63746012,175.8778019,Nitrate nitrogen,g/m³,4.1
Waikato,Waikato Regional Council,LAWA-101730,Bore (Taupo) at Ramsey G,-38.64255691,175.9358688,Nitrate nitrogen,g/m³,2.6
Waikato,Waikato Regional Council,LAWA-101739,Bore (Waikato) at Cutforth JRA,-37.69596956,175.3585691,Nitrate nitrogen,g/m³,10.55
Waikato,Waikato Regional Council,EW-00131,Bore (Waikato) at Ferguson J,-37.76424434,175.3302701,Nitrate nitrogen,g/m³,4.95
Waikato,Waikato Regional Council,LAWA-101742,Bore (Waikato) at MacDonald T & C (Barr),-37.56037773,175.288323,Nitrate nitrogen,g/m³,3.2
Waikato,Waikato Regional Council,LAWA-101744,Bore (Waikato) at Martin P - Hamilton Basin,-37.80700746,175.4115042,Nitrate nitrogen,g/m³,6.6
Waikato,Waikato Regional Council,LAWA-101751,Bore (Waipa) at Boggiss (ex Short),-37.9902933,175.2064083,Nitrate nitrogen,g/m³,2.75
Waikato,Waikato Regional Council,LAWA-101747,Bore (Waipa) at Entwisle J & A,-37.85542121,175.5006031,Nitrate nitrogen,g/m³,3.1
Waikato,Waikato Regional Council,LAWA-101753,Bore (Waipa) at Reid K,-37.89776254,175.2002758,Nitrate nitrogen,g/m³,3.45
Waikato,Waikato Regional Council,LAWA-101756,Bore (Waitomo) at James S,-38.34093864,175.0884547,Nitrate nitrogen,g/m³,2.7
Waikato,Waikato Regional Council,LAWA-101754,Bore (Waitomo) at McPhee B.D,-38.2826921,175.3258825,Nitrate nitrogen,g/m³,6.15
Waikato,Waikato Regional Council,LAWA-101755,Bore (Waitomo) at Roselands Restaurant,-38.284173,175.0983389,Nitrate nitrogen,g/m³,0.31
Waikato,Waikato Regional Council,LAWA-101757,Bore (Waitomo) at Symonds,-38.31588393,175.1455739,Nitrate nitrogen,g/m³,0.05
Waikato,Waikato Regional Council,LAWA-101758,Bores (Waikato Region) at Hayman Phil & Julia (Rowlands),-38.62594746,175.9688987,Nitrate nitrogen,g/m³,1.825
Waikato,Waikato Regional Council,LAWA-101769,Bores (Waikato Region) at Holland DC & FK,-37.37536839,175.8647977,Nitrate nitrogen,g/m³,0.44
Waikato,Waikato Regional Council,LAWA-101765,Bores (Waikato Region) at Kuratau Hall Monitoring Piezometer,-38.88169454,175.675908,Nitrate nitrogen,g/m³,0.32
Waikato,Waikato Regional Council,LAWA-101760,Bores (Waikato Region) at L&S Otutira - Station #2 (WT492),-38.64416579,175.7888546,Nitrate nitrogen,g/m³,1.66
Waikato,Waikato Regional Council,LAWA-101771,Bores (Waikato Region) at Lovegrove,-36.72411348,175.7230037,Nitrate nitrogen,g/m³,0.61
Waikato,Waikato Regional Council,LAWA-101772,Bores (Waikato Region) at Moss G & S,-38.2475035,175.8465231,Nitrate nitrogen,g/m³,4
Waikato,Waikato Regional Council,LAWA-101770,Bores (Waikato Region) at O'Sullivan D.J (1.Tank),-37.83673917,175.7771863,Nitrate nitrogen,g/m³,7.3
Waikato,Waikato Regional Council,LAWA-101768,Bores (Waikato Region) at Otaipuhe Station L & S (Manager's House),-38.67486128,175.689286,Nitrate nitrogen,g/m³,3.8
Waikato,Waikato Regional Council,LAWA-101763,Bores (Waikato Region) at Otaipuhe Station Manager's Piezometer,-38.67475325,175.689282,Nitrate nitrogen,g/m³,0.725
Waikato,Waikato Regional Council,LAWA-101759,Bores (Waikato Region) at Passmore RG #2 (WT508),-38.63547842,175.8814442,Nitrate nitrogen,g/m³,2.74
Waikato,Waikato Regional Council,LAWA-101764,Bores (Waikato Region) at Rangiatea Station - Corner K'Road (Deep),-38.83005125,175.6978723,Nitrate nitrogen,g/m³,0.05
Waikato,Waikato Regional Council,LAWA-101767,Bores (Waikato Region) at Rangiatea Station - Corner K'Road (Shal),-38.83003724,175.697699,Nitrate nitrogen,g/m³,1.375
Waikato,Waikato Regional Council,EW-00132,Bores (Waikato Region) at Waihora #6 (WT485) new - piezometer,-38.61148401,175.7863822,Nitrate nitrogen,g/m³,0.93
Waikato,Waikato Regional Council,LAWA-101766,Bores (Waikato Region) at Waituhi Station - Cnr Kuratau Hydro Rd,-38.863724,175.6836114,Nitrate nitrogen,g/m³,1.5
Waikato,Waikato Regional Council,LAWA-101762,Bores (Waikato Region) at Whakaipo Bay West,-38.68332232,175.9587876,Nitrate nitrogen,g/m³,2.6
Wellington,Greater Wellington,LAWA-102874,BN32/0062,-40.74284523,175.1195673,Nitrate nitrogen,g/m³,1.2641714
Wellington,Greater Wellington,LAWA-102873,BN32/0063,-40.74284523,175.1195673,Nitrate nitrogen,g/m³,0.5789381
Wellington,Greater Wellington,LAWA-102872,BN33/0032,-40.7255515,175.1737317,Nitrate nitrogen,g/m³,4.442094
Wellington,Greater Wellington,LAWA-102871,BP32/0103,-41.11198815,174.8816334,Nitrate nitrogen,g/m³,0.001657
Wellington,Greater Wellington,LAWA-103625,BP33/0056,-41.1432274,175.4184188,Nitrate nitrogen,g/m³,0.001
Wellington,Greater Wellington,LAWA-103626,BP33/0057,-41.13770263,175.3507478,Nitrate nitrogen,g/m³,1.853326
Wellington,Greater Wellington,LAWA-102858,BP34/0216,-41.03488033,175.5044931,Nitrate nitrogen,g/m³,4.7052392
Wellington,Greater Wellington,LAWA-103624,BP34/0229,-40.89619511,175.669955,Nitrate nitrogen,g/m³,2.57778095
Wellington,Greater Wellington,LAWA-103627,BP34/0236,-41.10549928,175.4426472,Nitrate nitrogen,g/m³,1.2231701
Wellington,Greater Wellington,LAWA-102870,BQ31/0047,-41.32152848,174.7712542,Nitrate nitrogen,g/m³,0.8579961
Wellington,Greater Wellington,LAWA-101073,BQ33/0032,-41.33353402,175.2320684,Nitrate nitrogen,g/m³,0.001
Wellington,Greater Wellington,LAWA-101091,R25/5100,-40.81740622,175.0697235,Nitrate nitrogen,g/m³,0.001
Wellington,Greater Wellington,GW-00249,R25/5135,-40.79812235,175.1236485,Nitrate nitrogen,g/m³,0.001
Wellington,Greater Wellington,LAWA-101090,R25/5165,-40.79517171,175.0864203,Nitrate nitrogen,g/m³,0.5928963
Wellington,Greater Wellington,LAWA-101093,R25/5190,-40.8211195,175.0950475,Nitrate nitrogen,g/m³,2.8050208
Wellington,Greater Wellington,LAWA-101087,R25/5233,-40.74506276,175.1302378,Nitrate nitrogen,g/m³,1.546523
Wellington,Greater Wellington,GW-00170,R26/6503,-40.9735855,174.9759687,Nitrate nitrogen,g/m³,0.00513065
Wellington,Greater Wellington,LAWA-101094,R26/6587,-40.87537523,175.0487678,Nitrate nitrogen,g/m³,0.64312545
Wellington,Greater Wellington,LAWA-101092,R26/6624,-40.86393722,175.0638277,Nitrate nitrogen,g/m³,2.5171315
Wellington,Greater Wellington,GW-00107,R27/0320,-41.22559249,174.8731004,Nitrate nitrogen,g/m³,0.001
Wellington,Greater Wellington,LAWA-101100,R27/1137,-41.12818836,175.0658114,Nitrate nitrogen,g/m³,1.4033494
Wellington,Greater Wellington,GW-00191,R27/1171,-41.255229,174.8679434,Nitrate nitrogen,g/m³,0.001
Wellington,Greater Wellington,LAWA-101096,R27/1180,-41.2142043,174.9138085,Nitrate nitrogen,g/m³,0.8051405
Wellington,Greater Wellington,LAWA-101095,R27/1182,-41.24627708,174.900877,Nitrate nitrogen,g/m³,0.6548706
Wellington,Greater Wellington,LAWA-101099,R27/1183,-41.18672996,174.9445806,Nitrate nitrogen,g/m³,0.2624336
Wellington,Greater Wellington,GW-00108,R27/1265,-41.22552008,174.8731222,Nitrate nitrogen,g/m³,0.0851622
Wellington,Greater Wellington,LAWA-101097,R27/6418,-41.30390292,174.9377148,Nitrate nitrogen,g/m³,1.4803934
Wellington,Greater Wellington,LAWA-101098,R27/6833,-41.12394372,175.1170175,Nitrate nitrogen,g/m³,0.6965286
Wellington,Greater Wellington,LAWA-101088,S25/5125,-40.78356001,175.1656328,Nitrate nitrogen,g/m³,4.0248003
Wellington,Greater Wellington,GW-00073,S25/5200,-40.8129628,175.148189,Nitrate nitrogen,g/m³,0.0029942
Wellington,Greater Wellington,GW-00166,S25/5256,-40.7827864,175.1390274,Nitrate nitrogen,g/m³,7.1247475
Wellington,Greater Wellington,GW-00086,S25/5322,-40.74417022,175.1675162,Nitrate nitrogen,g/m³,8.4534168
Wellington,Greater Wellington,LAWA-101056,S26/0117,-41.0127557,175.5149867,Nitrate nitrogen,g/m³,3.70984054
Wellington,Greater Wellington,GW-00151,S26/0223,-40.98899389,175.570141,Nitrate nitrogen,g/m³,9.1865676
Wellington,Greater Wellington,LAWA-101052,S26/0299,-40.96513935,175.5948331,Nitrate nitrogen,g/m³,3.0595335
Wellington,Greater Wellington,LAWA-101058,S26/0439,-41.02818095,175.4681054,Nitrate nitrogen,g/m³,2.99630775
Wellington,Greater Wellington,LAWA-101063,S26/0457,-41.07177879,175.4716999,Nitrate nitrogen,g/m³,0.6003716
Wellington,Greater Wellington,LAWA-101057,S26/0467,-41.03970584,175.4896396,Nitrate nitrogen,g/m³,2.27976
Wellington,Greater Wellington,GW-00077,S26/0568,-41.0559611,175.5404779,Nitrate nitrogen,g/m³,0.0054817
Wellington,Greater Wellington,LAWA-101054,S26/0576,-41.05045109,175.5399683,Nitrate nitrogen,g/m³,0.01
Wellington,Greater Wellington,LAWA-101076,S26/0705,-41.03552529,175.5038276,Nitrate nitrogen,g/m³,3.9621131
Wellington,Greater Wellington,LAWA-101055,S26/0762,-41.07853182,175.5677122,Nitrate nitrogen,g/m³,0.0016015
Wellington,Greater Wellington,GW-00251,S27/0009,-41.13682132,175.3101858,Nitrate nitrogen,g/m³,3.78770661
Wellington,Greater Wellington,LAWA-101062,S27/0070,-41.13928939,175.3533183,Nitrate nitrogen,g/m³,0.3598711
Wellington,Greater Wellington,LAWA-101061,S27/0136,-41.10862763,175.4083,Nitrate nitrogen,g/m³,3.509557
Wellington,Greater Wellington,LAWA-101060,S27/0156,-41.1408485,175.4236094,Nitrate nitrogen,g/m³,0.0165716
Wellington,Greater Wellington,GW-00076,S27/0202,-41.10663484,175.4468572,Nitrate nitrogen,g/m³,1.9365973
Wellington,Greater Wellington,LAWA-101068,S27/0268,-41.22177586,175.3079018,Nitrate nitrogen,g/m³,0.0041103
Wellington,Greater Wellington,LAWA-101067,S27/0283,-41.20183537,175.352792,Nitrate nitrogen,g/m³,0.01
Wellington,Greater Wellington,LAWA-101080,S27/0299,-41.17710997,175.3427036,Nitrate nitrogen,g/m³,0.4751153
Wellington,Greater Wellington,LAWA-101077,S27/0344,-41.18978576,175.4247585,Nitrate nitrogen,g/m³,0.001
Wellington,Greater Wellington,LAWA-101066,S27/0389,-41.22073889,175.4719115,Nitrate nitrogen,g/m³,0.001
Wellington,Greater Wellington,LAWA-101064,S27/0396,-41.20155319,175.4551376,Nitrate nitrogen,g/m³,0.7283623
Wellington,Greater Wellington,LAWA-101071,S27/0433,-41.27908239,175.2411361,Nitrate nitrogen,g/m³,0.001
Wellington,Greater Wellington,LAWA-101070,S27/0435,-41.25240515,175.2392211,Nitrate nitrogen,g/m³,0.0023078
Wellington,Greater Wellington,GW-00180,S27/0442,-41.28721807,175.2676732,Nitrate nitrogen,g/m³,0.001
Wellington,Greater Wellington,LAWA-101069,S27/0495,-41.24539065,175.3537698,Nitrate nitrogen,g/m³,0.007298
Wellington,Greater Wellington,GW-00082,S27/0522,-41.24400801,175.422992,Nitrate nitrogen,g/m³,3.2819245
Wellington,Greater Wellington,GW-00129,S27/0571,-41.22775252,175.4716151,Nitrate nitrogen,g/m³,4.274783
Wellington,Greater Wellington,LAWA-101059,S27/0585,-41.32793824,175.1547247,Nitrate nitrogen,g/m³,0.001
Wellington,Greater Wellington,LAWA-101079,S27/0588,-41.34387168,175.2093191,Nitrate nitrogen,g/m³,0.001
Wellington,Greater Wellington,GW-00243,S27/0594,-41.35360359,175.1678952,Nitrate nitrogen,g/m³,0.0055
Wellington,Greater Wellington,LAWA-101072,S27/0602,-41.30146549,175.2650019,Nitrate nitrogen,g/m³,0.001
Wellington,Greater Wellington,LAWA-101078,S27/0607,-41.30462795,175.225253,Nitrate nitrogen,g/m³,0.01
Wellington,Greater Wellington,LAWA-101074,S27/0615,-41.33042223,175.2322967,Nitrate nitrogen,g/m³,0.001
Wellington,Greater Wellington,LAWA-101065,S27/0681,-41.22253959,175.4928195,Nitrate nitrogen,g/m³,0.490719
Wellington,Greater Wellington,GW-00123,T26/0003,-40.86172445,175.6406657,Nitrate nitrogen,g/m³,1.7512496
Wellington,Greater Wellington,LAWA-101051,T26/0087,-40.93870125,175.616852,Nitrate nitrogen,g/m³,1.3702532
Wellington,Greater Wellington,LAWA-101050,T26/0099,-40.91228198,175.6421909,Nitrate nitrogen,g/m³,2.8821714
Wellington,Greater Wellington,LAWA-101049,T26/0206,-40.91037483,175.6428747,Nitrate nitrogen,g/m³,2.07305125
Wellington,Greater Wellington,LAWA-101048,T26/0259,-40.89782171,175.6829115,Nitrate nitrogen,g/m³,1.18327225
Wellington,Greater Wellington,LAWA-101083,T26/0332,-41.00429989,175.642453,Nitrate nitrogen,g/m³,0.8603924
Wellington,Greater Wellington,LAWA-101053,T26/0413,-40.98049328,175.6683028,Nitrate nitrogen,g/m³,0.001
Wellington,Greater Wellington,LAWA-101085,T26/0430,-40.95370051,175.639245,Nitrate nitrogen,g/m³,1.81279865
Wellington,Greater Wellington,LAWA-101081,T26/0489,-40.96276707,175.7042556,Nitrate nitrogen,g/m³,8.8049326
Wellington,Greater Wellington,LAWA-101084,T26/0538,-40.96888458,175.7064781,Nitrate nitrogen,g/m³,8.98174455
Wellington,Greater Wellington,LAWA-101086,T27/0063,-41.09066005,176.0720285,Nitrate nitrogen,g/m³,0.594662
